image,json,mask
data/images/204/frame10355_leftImg8bit.jpg,data/mask/204/frame10355_gtFine_polygons.json,data/ouput/204/frame10355_gtFine_polygons.png
data/images/204/frame10437_leftImg8bit.jpg,data/mask/204/frame10437_gtFine_polygons.json,data/ouput/204/frame10437_gtFine_polygons.png
data/images/204/frame10573_leftImg8bit.jpg,data/mask/204/frame10573_gtFine_polygons.json,data/ouput/204/frame10573_gtFine_polygons.png
data/images/204/frame10764_leftImg8bit.jpg,data/mask/204/frame10764_gtFine_polygons.json,data/ouput/204/frame10764_gtFine_polygons.png
data/images/204/frame10873_leftImg8bit.jpg,data/mask/204/frame10873_gtFine_polygons.json,data/ouput/204/frame10873_gtFine_polygons.png
data/images/204/frame10982_leftImg8bit.jpg,data/mask/204/frame10982_gtFine_polygons.json,data/ouput/204/frame10982_gtFine_polygons.png
data/images/204/frame11119_leftImg8bit.jpg,data/mask/204/frame11119_gtFine_polygons.json,data/ouput/204/frame11119_gtFine_polygons.png
data/images/204/frame11282_leftImg8bit.jpg,data/mask/204/frame11282_gtFine_polygons.json,data/ouput/204/frame11282_gtFine_polygons.png
data/images/204/frame11419_leftImg8bit.jpg,data/mask/204/frame11419_gtFine_polygons.json,data/ouput/204/frame11419_gtFine_polygons.png
data/images/204/frame11528_leftImg8bit.jpg,data/mask/204/frame11528_gtFine_polygons.json,data/ouput/204/frame11528_gtFine_polygons.png
data/images/204/frame11637_leftImg8bit.jpg,data/mask/204/frame11637_gtFine_polygons.json,data/ouput/204/frame11637_gtFine_polygons.png
data/images/204/frame11800_leftImg8bit.jpg,data/mask/204/frame11800_gtFine_polygons.json,data/ouput/204/frame11800_gtFine_polygons.png
data/images/204/frame11964_leftImg8bit.jpg,data/mask/204/frame11964_gtFine_polygons.json,data/ouput/204/frame11964_gtFine_polygons.png
data/images/204/frame12073_leftImg8bit.jpg,data/mask/204/frame12073_gtFine_polygons.json,data/ouput/204/frame12073_gtFine_polygons.png
data/images/204/frame12182_leftImg8bit.jpg,data/mask/204/frame12182_gtFine_polygons.json,data/ouput/204/frame12182_gtFine_polygons.png
data/images/204/frame1221_leftImg8bit.jpg,data/mask/204/frame1221_gtFine_polygons.json,data/ouput/204/frame1221_gtFine_polygons.png
data/images/204/frame12428_leftImg8bit.jpg,data/mask/204/frame12428_gtFine_polygons.json,data/ouput/204/frame12428_gtFine_polygons.png
data/images/204/frame12591_leftImg8bit.jpg,data/mask/204/frame12591_gtFine_polygons.json,data/ouput/204/frame12591_gtFine_polygons.png
data/images/204/frame12891_leftImg8bit.jpg,data/mask/204/frame12891_gtFine_polygons.json,data/ouput/204/frame12891_gtFine_polygons.png
data/images/204/frame13191_leftImg8bit.jpg,data/mask/204/frame13191_gtFine_polygons.json,data/ouput/204/frame13191_gtFine_polygons.png
data/images/204/frame13437_leftImg8bit.jpg,data/mask/204/frame13437_gtFine_polygons.json,data/ouput/204/frame13437_gtFine_polygons.png
data/images/204/frame13600_leftImg8bit.jpg,data/mask/204/frame13600_gtFine_polygons.json,data/ouput/204/frame13600_gtFine_polygons.png
data/images/204/frame13819_leftImg8bit.jpg,data/mask/204/frame13819_gtFine_polygons.json,data/ouput/204/frame13819_gtFine_polygons.png
data/images/204/frame13900_leftImg8bit.jpg,data/mask/204/frame13900_gtFine_polygons.json,data/ouput/204/frame13900_gtFine_polygons.png
data/images/204/frame14173_leftImg8bit.jpg,data/mask/204/frame14173_gtFine_polygons.json,data/ouput/204/frame14173_gtFine_polygons.png
data/images/204/frame14337_leftImg8bit.jpg,data/mask/204/frame14337_gtFine_polygons.json,data/ouput/204/frame14337_gtFine_polygons.png
data/images/204/frame14473_leftImg8bit.jpg,data/mask/204/frame14473_gtFine_polygons.json,data/ouput/204/frame14473_gtFine_polygons.png
data/images/204/frame14582_leftImg8bit.jpg,data/mask/204/frame14582_gtFine_polygons.json,data/ouput/204/frame14582_gtFine_polygons.png
data/images/204/frame14746_leftImg8bit.jpg,data/mask/204/frame14746_gtFine_polygons.json,data/ouput/204/frame14746_gtFine_polygons.png
data/images/204/frame14828_leftImg8bit.jpg,data/mask/204/frame14828_gtFine_polygons.json,data/ouput/204/frame14828_gtFine_polygons.png
data/images/204/frame1491_leftImg8bit.jpg,data/mask/204/frame1491_gtFine_polygons.json,data/ouput/204/frame1491_gtFine_polygons.png
data/images/204/frame15019_leftImg8bit.jpg,data/mask/204/frame15019_gtFine_polygons.json,data/ouput/204/frame15019_gtFine_polygons.png
data/images/204/frame15155_leftImg8bit.jpg,data/mask/204/frame15155_gtFine_polygons.json,data/ouput/204/frame15155_gtFine_polygons.png
data/images/204/frame15400_leftImg8bit.jpg,data/mask/204/frame15400_gtFine_polygons.json,data/ouput/204/frame15400_gtFine_polygons.png
data/images/204/frame15700_leftImg8bit.jpg,data/mask/204/frame15700_gtFine_polygons.json,data/ouput/204/frame15700_gtFine_polygons.png
data/images/204/frame15891_leftImg8bit.jpg,data/mask/204/frame15891_gtFine_polygons.json,data/ouput/204/frame15891_gtFine_polygons.png
data/images/204/frame1787_leftImg8bit.jpg,data/mask/204/frame1787_gtFine_polygons.json,data/ouput/204/frame1787_gtFine_polygons.png
data/images/204/frame1997_leftImg8bit.jpg,data/mask/204/frame1997_gtFine_polygons.json,data/ouput/204/frame1997_gtFine_polygons.png
data/images/204/frame2297_leftImg8bit.jpg,data/mask/204/frame2297_gtFine_polygons.json,data/ouput/204/frame2297_gtFine_polygons.png
data/images/204/frame2567_leftImg8bit.jpg,data/mask/204/frame2567_gtFine_polygons.json,data/ouput/204/frame2567_gtFine_polygons.png
data/images/204/frame2867_leftImg8bit.jpg,data/mask/204/frame2867_gtFine_polygons.json,data/ouput/204/frame2867_gtFine_polygons.png
data/images/204/frame3167_leftImg8bit.jpg,data/mask/204/frame3167_gtFine_polygons.json,data/ouput/204/frame3167_gtFine_polygons.png
data/images/204/frame3377_leftImg8bit.jpg,data/mask/204/frame3377_gtFine_polygons.json,data/ouput/204/frame3377_gtFine_polygons.png
data/images/204/frame3617_leftImg8bit.jpg,data/mask/204/frame3617_gtFine_polygons.json,data/ouput/204/frame3617_gtFine_polygons.png
data/images/204/frame3887_leftImg8bit.jpg,data/mask/204/frame3887_gtFine_polygons.json,data/ouput/204/frame3887_gtFine_polygons.png
data/images/204/frame4067_leftImg8bit.jpg,data/mask/204/frame4067_gtFine_polygons.json,data/ouput/204/frame4067_gtFine_polygons.png
data/images/204/frame4397_leftImg8bit.jpg,data/mask/204/frame4397_gtFine_polygons.json,data/ouput/204/frame4397_gtFine_polygons.png
data/images/204/frame4817_leftImg8bit.jpg,data/mask/204/frame4817_gtFine_polygons.json,data/ouput/204/frame4817_gtFine_polygons.png
data/images/204/frame5027_leftImg8bit.jpg,data/mask/204/frame5027_gtFine_polygons.json,data/ouput/204/frame5027_gtFine_polygons.png
data/images/204/frame5237_leftImg8bit.jpg,data/mask/204/frame5237_gtFine_polygons.json,data/ouput/204/frame5237_gtFine_polygons.png
data/images/204/frame5507_leftImg8bit.jpg,data/mask/204/frame5507_gtFine_polygons.json,data/ouput/204/frame5507_gtFine_polygons.png
data/images/204/frame5777_leftImg8bit.jpg,data/mask/204/frame5777_gtFine_polygons.json,data/ouput/204/frame5777_gtFine_polygons.png
data/images/204/frame6227_leftImg8bit.jpg,data/mask/204/frame6227_gtFine_polygons.json,data/ouput/204/frame6227_gtFine_polygons.png
data/images/204/frame6797_leftImg8bit.jpg,data/mask/204/frame6797_gtFine_polygons.json,data/ouput/204/frame6797_gtFine_polygons.png
data/images/204/frame7487_leftImg8bit.jpg,data/mask/204/frame7487_gtFine_polygons.json,data/ouput/204/frame7487_gtFine_polygons.png
data/images/204/frame7697_leftImg8bit.jpg,data/mask/204/frame7697_gtFine_polygons.json,data/ouput/204/frame7697_gtFine_polygons.png
data/images/204/frame8297_leftImg8bit.jpg,data/mask/204/frame8297_gtFine_polygons.json,data/ouput/204/frame8297_gtFine_polygons.png
data/images/204/frame8657_leftImg8bit.jpg,data/mask/204/frame8657_gtFine_polygons.json,data/ouput/204/frame8657_gtFine_polygons.png
data/images/204/frame8927_leftImg8bit.jpg,data/mask/204/frame8927_gtFine_polygons.json,data/ouput/204/frame8927_gtFine_polygons.png
data/images/204/frame9257_leftImg8bit.jpg,data/mask/204/frame9257_gtFine_polygons.json,data/ouput/204/frame9257_gtFine_polygons.png
data/images/204/frame9497_leftImg8bit.jpg,data/mask/204/frame9497_gtFine_polygons.json,data/ouput/204/frame9497_gtFine_polygons.png
data/images/204/frame9707_leftImg8bit.jpg,data/mask/204/frame9707_gtFine_polygons.json,data/ouput/204/frame9707_gtFine_polygons.png
data/images/204/frame9887_leftImg8bit.jpg,data/mask/204/frame9887_gtFine_polygons.json,data/ouput/204/frame9887_gtFine_polygons.png
data/images/206/frame0008_leftImg8bit.jpg,data/mask/206/frame0008_gtFine_polygons.json,data/ouput/206/frame0008_gtFine_polygons.png
data/images/206/frame0659_leftImg8bit.jpg,data/mask/206/frame0659_gtFine_polygons.json,data/ouput/206/frame0659_gtFine_polygons.png
data/images/206/frame0839_leftImg8bit.jpg,data/mask/206/frame0839_gtFine_polygons.json,data/ouput/206/frame0839_gtFine_polygons.png
data/images/206/frame1349_leftImg8bit.jpg,data/mask/206/frame1349_gtFine_polygons.json,data/ouput/206/frame1349_gtFine_polygons.png
data/images/206/frame1539_leftImg8bit.jpg,data/mask/206/frame1539_gtFine_polygons.json,data/ouput/206/frame1539_gtFine_polygons.png
data/images/206/frame1949_leftImg8bit.jpg,data/mask/206/frame1949_gtFine_polygons.json,data/ouput/206/frame1949_gtFine_polygons.png
data/images/207/frame0258_leftImg8bit.jpg,data/mask/207/frame0258_gtFine_polygons.json,data/ouput/207/frame0258_gtFine_polygons.png
data/images/207/frame1855_leftImg8bit.jpg,data/mask/207/frame1855_gtFine_polygons.json,data/ouput/207/frame1855_gtFine_polygons.png
data/images/207/frame2680_leftImg8bit.jpg,data/mask/207/frame2680_gtFine_polygons.json,data/ouput/207/frame2680_gtFine_polygons.png
data/images/207/frame3510_leftImg8bit.jpg,data/mask/207/frame3510_gtFine_polygons.json,data/ouput/207/frame3510_gtFine_polygons.png
data/images/207/frame4041_leftImg8bit.jpg,data/mask/207/frame4041_gtFine_polygons.json,data/ouput/207/frame4041_gtFine_polygons.png
data/images/207/frame4368_leftImg8bit.jpg,data/mask/207/frame4368_gtFine_polygons.json,data/ouput/207/frame4368_gtFine_polygons.png
data/images/207/frame5294_leftImg8bit.jpg,data/mask/207/frame5294_gtFine_polygons.json,data/ouput/207/frame5294_gtFine_polygons.png
data/images/207/frame5549_leftImg8bit.jpg,data/mask/207/frame5549_gtFine_polygons.json,data/ouput/207/frame5549_gtFine_polygons.png
data/images/207/frame5664_leftImg8bit.jpg,data/mask/207/frame5664_gtFine_polygons.json,data/ouput/207/frame5664_gtFine_polygons.png
data/images/207/frame7284_leftImg8bit.jpg,data/mask/207/frame7284_gtFine_polygons.json,data/ouput/207/frame7284_gtFine_polygons.png
data/images/207/frame7704_leftImg8bit.jpg,data/mask/207/frame7704_gtFine_polygons.json,data/ouput/207/frame7704_gtFine_polygons.png
data/images/209/frame0162_leftImg8bit.jpg,data/mask/209/frame0162_gtFine_polygons.json,data/ouput/209/frame0162_gtFine_polygons.png
data/images/209/frame0252_leftImg8bit.jpg,data/mask/209/frame0252_gtFine_polygons.json,data/ouput/209/frame0252_gtFine_polygons.png
data/images/209/frame0569_leftImg8bit.jpg,data/mask/209/frame0569_gtFine_polygons.json,data/ouput/209/frame0569_gtFine_polygons.png
data/images/209/frame0689_leftImg8bit.jpg,data/mask/209/frame0689_gtFine_polygons.json,data/ouput/209/frame0689_gtFine_polygons.png
data/images/209/frame10235_leftImg8bit.jpg,data/mask/209/frame10235_gtFine_polygons.json,data/ouput/209/frame10235_gtFine_polygons.png
data/images/209/frame10453_leftImg8bit.jpg,data/mask/209/frame10453_gtFine_polygons.json,data/ouput/209/frame10453_gtFine_polygons.png
data/images/209/frame10808_leftImg8bit.jpg,data/mask/209/frame10808_gtFine_polygons.json,data/ouput/209/frame10808_gtFine_polygons.png
data/images/209/frame10944_leftImg8bit.jpg,data/mask/209/frame10944_gtFine_polygons.json,data/ouput/209/frame10944_gtFine_polygons.png
data/images/209/frame11162_leftImg8bit.jpg,data/mask/209/frame11162_gtFine_polygons.json,data/ouput/209/frame11162_gtFine_polygons.png
data/images/209/frame11326_leftImg8bit.jpg,data/mask/209/frame11326_gtFine_polygons.json,data/ouput/209/frame11326_gtFine_polygons.png
data/images/209/frame11708_leftImg8bit.jpg,data/mask/209/frame11708_gtFine_polygons.json,data/ouput/209/frame11708_gtFine_polygons.png
data/images/209/frame11899_leftImg8bit.jpg,data/mask/209/frame11899_gtFine_polygons.json,data/ouput/209/frame11899_gtFine_polygons.png
data/images/209/frame1239_leftImg8bit.jpg,data/mask/209/frame1239_gtFine_polygons.json,data/ouput/209/frame1239_gtFine_polygons.png
data/images/209/frame12526_leftImg8bit.jpg,data/mask/209/frame12526_gtFine_polygons.json,data/ouput/209/frame12526_gtFine_polygons.png
data/images/209/frame13617_leftImg8bit.jpg,data/mask/209/frame13617_gtFine_polygons.json,data/ouput/209/frame13617_gtFine_polygons.png
data/images/209/frame13726_leftImg8bit.jpg,data/mask/209/frame13726_gtFine_polygons.json,data/ouput/209/frame13726_gtFine_polygons.png
data/images/209/frame1642_leftImg8bit.jpg,data/mask/209/frame1642_gtFine_polygons.json,data/ouput/209/frame1642_gtFine_polygons.png
data/images/209/frame1882_leftImg8bit.jpg,data/mask/209/frame1882_gtFine_polygons.json,data/ouput/209/frame1882_gtFine_polygons.png
data/images/209/frame2122_leftImg8bit.jpg,data/mask/209/frame2122_gtFine_polygons.json,data/ouput/209/frame2122_gtFine_polygons.png
data/images/209/frame2362_leftImg8bit.jpg,data/mask/209/frame2362_gtFine_polygons.json,data/ouput/209/frame2362_gtFine_polygons.png
data/images/209/frame2692_leftImg8bit.jpg,data/mask/209/frame2692_gtFine_polygons.json,data/ouput/209/frame2692_gtFine_polygons.png
data/images/209/frame2992_leftImg8bit.jpg,data/mask/209/frame2992_gtFine_polygons.json,data/ouput/209/frame2992_gtFine_polygons.png
data/images/209/frame3562_leftImg8bit.jpg,data/mask/209/frame3562_gtFine_polygons.json,data/ouput/209/frame3562_gtFine_polygons.png
data/images/209/frame3862_leftImg8bit.jpg,data/mask/209/frame3862_gtFine_polygons.json,data/ouput/209/frame3862_gtFine_polygons.png
data/images/209/frame4372_leftImg8bit.jpg,data/mask/209/frame4372_gtFine_polygons.json,data/ouput/209/frame4372_gtFine_polygons.png
data/images/209/frame4492_leftImg8bit.jpg,data/mask/209/frame4492_gtFine_polygons.json,data/ouput/209/frame4492_gtFine_polygons.png
data/images/209/frame4612_leftImg8bit.jpg,data/mask/209/frame4612_gtFine_polygons.json,data/ouput/209/frame4612_gtFine_polygons.png
data/images/209/frame5062_leftImg8bit.jpg,data/mask/209/frame5062_gtFine_polygons.json,data/ouput/209/frame5062_gtFine_polygons.png
data/images/209/frame5152_leftImg8bit.jpg,data/mask/209/frame5152_gtFine_polygons.json,data/ouput/209/frame5152_gtFine_polygons.png
data/images/209/frame5632_leftImg8bit.jpg,data/mask/209/frame5632_gtFine_polygons.json,data/ouput/209/frame5632_gtFine_polygons.png
data/images/209/frame6232_leftImg8bit.jpg,data/mask/209/frame6232_gtFine_polygons.json,data/ouput/209/frame6232_gtFine_polygons.png
data/images/209/frame6532_leftImg8bit.jpg,data/mask/209/frame6532_gtFine_polygons.json,data/ouput/209/frame6532_gtFine_polygons.png
data/images/209/frame6772_leftImg8bit.jpg,data/mask/209/frame6772_gtFine_polygons.json,data/ouput/209/frame6772_gtFine_polygons.png
data/images/209/frame7132_leftImg8bit.jpg,data/mask/209/frame7132_gtFine_polygons.json,data/ouput/209/frame7132_gtFine_polygons.png
data/images/209/frame7972_leftImg8bit.jpg,data/mask/209/frame7972_gtFine_polygons.json,data/ouput/209/frame7972_gtFine_polygons.png
data/images/209/frame8122_leftImg8bit.jpg,data/mask/209/frame8122_gtFine_polygons.json,data/ouput/209/frame8122_gtFine_polygons.png
data/images/209/frame8362_leftImg8bit.jpg,data/mask/209/frame8362_gtFine_polygons.json,data/ouput/209/frame8362_gtFine_polygons.png
data/images/209/frame8722_leftImg8bit.jpg,data/mask/209/frame8722_gtFine_polygons.json,data/ouput/209/frame8722_gtFine_polygons.png
data/images/209/frame9202_leftImg8bit.jpg,data/mask/209/frame9202_gtFine_polygons.json,data/ouput/209/frame9202_gtFine_polygons.png
data/images/209/frame9502_leftImg8bit.jpg,data/mask/209/frame9502_gtFine_polygons.json,data/ouput/209/frame9502_gtFine_polygons.png
data/images/211/frame0003_leftImg8bit.jpg,data/mask/211/frame0003_gtFine_polygons.json,data/ouput/211/frame0003_gtFine_polygons.png
data/images/211/frame0318_leftImg8bit.jpg,data/mask/211/frame0318_gtFine_polygons.json,data/ouput/211/frame0318_gtFine_polygons.png
data/images/211/frame0693_leftImg8bit.jpg,data/mask/211/frame0693_gtFine_polygons.json,data/ouput/211/frame0693_gtFine_polygons.png
data/images/211/frame0858_leftImg8bit.jpg,data/mask/211/frame0858_gtFine_polygons.json,data/ouput/211/frame0858_gtFine_polygons.png
data/images/211/frame1158_leftImg8bit.jpg,data/mask/211/frame1158_gtFine_polygons.json,data/ouput/211/frame1158_gtFine_polygons.png
data/images/211/frame1308_leftImg8bit.jpg,data/mask/211/frame1308_gtFine_polygons.json,data/ouput/211/frame1308_gtFine_polygons.png
data/images/211/frame1458_leftImg8bit.jpg,data/mask/211/frame1458_gtFine_polygons.json,data/ouput/211/frame1458_gtFine_polygons.png
data/images/211/frame1668_leftImg8bit.jpg,data/mask/211/frame1668_gtFine_polygons.json,data/ouput/211/frame1668_gtFine_polygons.png
data/images/211/frame1863_leftImg8bit.jpg,data/mask/211/frame1863_gtFine_polygons.json,data/ouput/211/frame1863_gtFine_polygons.png
data/images/211/frame2343_leftImg8bit.jpg,data/mask/211/frame2343_gtFine_polygons.json,data/ouput/211/frame2343_gtFine_polygons.png
data/images/211/frame2463_leftImg8bit.jpg,data/mask/211/frame2463_gtFine_polygons.json,data/ouput/211/frame2463_gtFine_polygons.png
data/images/211/frame2778_leftImg8bit.jpg,data/mask/211/frame2778_gtFine_polygons.json,data/ouput/211/frame2778_gtFine_polygons.png
data/images/211/frame2988_leftImg8bit.jpg,data/mask/211/frame2988_gtFine_polygons.json,data/ouput/211/frame2988_gtFine_polygons.png
data/images/211/frame3288_leftImg8bit.jpg,data/mask/211/frame3288_gtFine_polygons.json,data/ouput/211/frame3288_gtFine_polygons.png
data/images/211/frame3588_leftImg8bit.jpg,data/mask/211/frame3588_gtFine_polygons.json,data/ouput/211/frame3588_gtFine_polygons.png
data/images/211/frame3869_leftImg8bit.jpg,data/mask/211/frame3869_gtFine_polygons.json,data/ouput/211/frame3869_gtFine_polygons.png
data/images/211/frame4068_leftImg8bit.jpg,data/mask/211/frame4068_gtFine_polygons.json,data/ouput/211/frame4068_gtFine_polygons.png
data/images/213/frame0006_leftImg8bit.jpg,data/mask/213/frame0006_gtFine_polygons.json,data/ouput/213/frame0006_gtFine_polygons.png
data/images/213/frame0206_leftImg8bit.jpg,data/mask/213/frame0206_gtFine_polygons.json,data/ouput/213/frame0206_gtFine_polygons.png
data/images/213/frame0524_leftImg8bit.jpg,data/mask/213/frame0524_gtFine_polygons.json,data/ouput/213/frame0524_gtFine_polygons.png
data/images/213/frame0749_leftImg8bit.jpg,data/mask/213/frame0749_gtFine_polygons.json,data/ouput/213/frame0749_gtFine_polygons.png
data/images/213/frame0974_leftImg8bit.jpg,data/mask/213/frame0974_gtFine_polygons.json,data/ouput/213/frame0974_gtFine_polygons.png
data/images/213/frame10112_leftImg8bit.jpg,data/mask/213/frame10112_gtFine_polygons.json,data/ouput/213/frame10112_gtFine_polygons.png
data/images/213/frame10528_leftImg8bit.jpg,data/mask/213/frame10528_gtFine_polygons.json,data/ouput/213/frame10528_gtFine_polygons.png
data/images/213/frame11203_leftImg8bit.jpg,data/mask/213/frame11203_gtFine_polygons.json,data/ouput/213/frame11203_gtFine_polygons.png
data/images/213/frame1184_leftImg8bit.jpg,data/mask/213/frame1184_gtFine_polygons.json,data/ouput/213/frame1184_gtFine_polygons.png
data/images/213/frame12505_leftImg8bit.jpg,data/mask/213/frame12505_gtFine_polygons.json,data/ouput/213/frame12505_gtFine_polygons.png
data/images/213/frame13567_leftImg8bit.jpg,data/mask/213/frame13567_gtFine_polygons.json,data/ouput/213/frame13567_gtFine_polygons.png
data/images/213/frame1421_leftImg8bit.jpg,data/mask/213/frame1421_gtFine_polygons.json,data/ouput/213/frame1421_gtFine_polygons.png
data/images/213/frame14635_leftImg8bit.jpg,data/mask/213/frame14635_gtFine_polygons.json,data/ouput/213/frame14635_gtFine_polygons.png
data/images/213/frame16482_leftImg8bit.jpg,data/mask/213/frame16482_gtFine_polygons.json,data/ouput/213/frame16482_gtFine_polygons.png
data/images/213/frame1796_leftImg8bit.jpg,data/mask/213/frame1796_gtFine_polygons.json,data/ouput/213/frame1796_gtFine_polygons.png
data/images/213/frame18369_leftImg8bit.jpg,data/mask/213/frame18369_gtFine_polygons.json,data/ouput/213/frame18369_gtFine_polygons.png
data/images/213/frame19505_leftImg8bit.jpg,data/mask/213/frame19505_gtFine_polygons.json,data/ouput/213/frame19505_gtFine_polygons.png
data/images/213/frame20999_leftImg8bit.jpg,data/mask/213/frame20999_gtFine_polygons.json,data/ouput/213/frame20999_gtFine_polygons.png
